car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,co2_emissions_g_km,price_usd,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold
7107,X1,2022,1.8,213,petrol,automatic,AWD,38109,8,170,42472,5,5,suv,black,1,no,partial,Netherlands
7108,1 Series,2016,2.4,191,petrol,automatic,RWD,165757,8.6,173,16860,5,4,hatchback,silver,2,yes,full,Netherlands
7109,3 Series,2019,2.3,227,diesel,automatic,AWD,73616,6.9,153,39821,4,5,sedan,black,2,no,full,France
7110,i4,2023,0,479,electric,automatic,RWD,9869,0,0,86588,4,5,coupe,white,0,no,partial,Turkey
7111,5 Series,2016,2.1,236,petrol,automatic,RWD,121386,8.1,181,43709,4,5,sedan,silver,1,yes,full,Spain
7112,1 Series,2021,1.5,180,petrol,manual,RWD,44086,6.3,142,26765,5,4,hatchback,silver,2,no,full,Netherlands
7113,X5,2020,3.6,378,diesel,automatic,AWD,46424,8.6,189,89248,5,5,suv,white,2,no,full,UK
7114,X3,2018,2.3,182,diesel,automatic,RWD,29358,6.5,156,52482,5,5,suv,silver,1,no,full,Turkey
7115,7 Series,2021,0,378,electric,automatic,AWD,61613,0,0,110365,4,4,sedan,black,1,no,partial,Spain
7116,X7,2019,3.5,354,petrol,automatic,AWD,77034,9.5,203,96539,5,5,suv,white,1,no,partial,Spain
7117,X1,2013,1.7,162,hybrid,automatic,AWD,226670,4.2,95,19616,5,5,suv,black,4,no,full,Italy
7118,1 Series,2024,3,308,petrol,automatic,RWD,15405,8.8,196,34910,3,5,hatchback,grey,1,no,full,Germany
7119,X7,2021,3.8,321,hybrid,automatic,AWD,66485,6.7,144,116232,5,5,suv,red,0,no,full,France
7120,X7,2008,4,346,petrol,automatic,AWD,233152,11.1,239,59861,5,5,suv,grey,3,no,none,France
7121,Z4,2018,2.1,149,petrol,automatic,RWD,106320,8,183,53555,2,2,convertible,white,2,no,partial,UK
7122,X5,2013,3.1,288,diesel,automatic,AWD,178614,8,174,45129,5,5,suv,white,4,yes,full,Italy
7123,X1,2024,2,239,hybrid,automatic,FWD,0,4.8,99,55399,5,5,suv,white,0,no,full,UK
7124,X3,2020,2.3,243,petrol,automatic,RWD,64065,8.8,201,56611,5,5,suv,white,2,no,full,France
7125,i7,2011,0,284,electric,automatic,AWD,224920,0,0,74085,4,4,sedan,blue,5,yes,full,Spain
7126,5 Series,2014,4.4,344,hybrid,automatic,AWD,229419,6.6,146,30917,4,5,sedan,white,1,yes,full,Turkey
7127,X1,2009,1.6,187,hybrid,automatic,AWD,152734,,100,23750,5,5,suv,silver,5,no,full,Italy
7128,3 Series,2020,2.5,264,diesel,,RWD,86731,7.3,149,37918,4,5,sedan,silver,1,no,partial,USA
7129,5 Series,2019,2.4,187,hybrid,automatic,AWD,77144,5.2,117,45647,4,5,sedan,white,2,no,partial,Netherlands
7130,X1,2018,1.8,176,petrol,automatic,FWD,114334,6.6,134,27469,5,5,suv,silver,2,yes,partial,Turkey
7131,X5,2009,3.5,313,diesel,automatic,AWD,242734,8.5,196,44459,5,5,suv,silver,2,yes,full,Italy
7132,5 Series,2023,3.5,316,petrol,automatic,AWD,25754,9.5,206,66370,4,5,sedan,grey,1,no,full,Turkey
7133,3 Series,2019,1.8,150,hybrid,automatic,RWD,69868,4.4,90,27960,4,5,sedan,red,1,no,,Spain
7134,X1,2021,2,182,diesel,automatic,FWD,56363,7,153,39604,5,5,suv,white,1,no,full,Netherlands
7135,1 Series,2022,2.5,201,diesel,,RWD,30658,7.8,177,31222,3,4,hatchback,silver,0,no,full,France
7136,1 Series,2014,2.3,240,hybrid,manual,FWD,231056,5.3,124,13403,3,5,hatchback,blue,2,no,,Spain
7137,X1,2020,2.2,192,petrol,automatic,AWD,32032,8,182,37551,5,5,suv,grey,,yes,full,France
7138,3 Series,2016,2.4,241,petrol,manual,AWD,187545,8.2,176,25310,4,5,sedan,grey,3,no,none,Spain
7139,i3,2012,0,203,electric,automatic,RWD,240921,0,0,23848,5,4,hatchback,silver,2,no,full,USA
7140,X7,2019,3.3,281,hybrid,automatic,AWD,53523,5.9,120,98601,5,5,suv,red,1,no,partial,Turkey
7141,Z4,2005,2.2,233,petrol,automatic,RWD,157267,7.5,168,30453,2,2,convertible,blue,2,yes,full,UK
7142,3 Series,2021,3.4,315,hybrid,automatic,AWD,51192,6,143,44701,4,5,sedan,grey,1,no,full,UK
7143,X1,2015,1.9,145,petrol,automatic,FWD,99403,7.3,,33244,5,5,suv,white,2,no,full,Italy
7144,Z4,2011,2.9,237,petrol,automatic,RWD,184280,8.5,168,35335,2,2,convertible,black,4,no,partial,Italy
7145,Z4,2021,2.3,218,petrol,automatic,RWD,79253,7.9,159,63413,2,2,convertible,white,1,no,partial,Italy
7146,X7,2019,3.7,373,diesel,automatic,AWD,62903,8.4,203,124751,5,5,suv,grey,1,no,full,Germany
7147,X7,2016,3.5,330,petrol,automatic,AWD,137634,10.2,220,89918,5,5,suv,silver,1,no,partial,Netherlands
7148,1 Series,2024,2.3,221,petrol,manual,FWD,0,8.3,180,35809,5,4,hatchback,silver,0,no,full,Italy
7149,3 Series,2009,2.9,295,hybrid,manual,AWD,300000,6.2,144,12240,4,5,sedan,blue,3,yes,,Italy
7150,X1,2007,1.6,135,hybrid,automatic,AWD,205168,3.9,92,16098,5,5,suv,white,4,no,full,Netherlands
7151,X5,2017,3.3,248,diesel,automatic,AWD,121755,8,188,72144,5,5,suv,white,1,no,full,Germany
7152,X5,2010,3.2,325,petrol,automatic,AWD,223307,9.2,201,47813,5,5,suv,white,4,no,none,Germany
7153,5 Series,2017,4.2,328,diesel,automatic,AWD,75602,9.9,208,48539,4,5,sedan,grey,2,no,full,USA
7154,X5,2022,3.3,297,diesel,automatic,AWD,31267,7.9,182,87353,5,5,suv,blue,1,no,full,Italy
7155,5 Series,2014,3.2,288,diesel,automatic,AWD,157111,8.7,,37159,4,5,sedan,silver,2,no,none,Turkey
7156,1 Series,2022,2.7,268,diesel,automatic,FWD,48256,7.4,171,34270,3,5,hatchback,black,1,no,,Germany
7157,X5,2020,4.1,333,petrol,automatic,AWD,91392,10.6,226,81147,5,5,suv,silver,1,no,full,Germany
7158,X3,2020,2.2,226,diesel,automatic,AWD,61976,6.1,163,55696,5,5,suv,black,1,no,full,Spain
7159,X1,2014,1.9,193,hybrid,automatic,AWD,108076,4.7,83,32570,5,5,suv,white,1,no,partial,USA
7160,5 Series,2023,4.2,359,hybrid,automatic,AWD,22313,7,164,70177,4,5,sedan,blue,0,no,full,UK
7161,X1,2024,1.9,185,hybrid,automatic,FWD,0,4.9,99,46502,5,5,suv,silver,0,no,none,USA
7162,3 Series,2024,2.2,207,petrol,automatic,AWD,1860,8.3,201,47101,4,5,sedan,white,0,no,full,USA
7163,5 Series,2015,2.6,265,petrol,automatic,AWD,88098,9.7,200,45330,4,5,sedan,black,1,no,partial,Turkey
7164,X3,2020,3.2,331,diesel,automatic,AWD,78849,8.1,181,54954,5,5,suv,blue,0,no,full,Spain
7165,X5,2018,3.6,360,petrol,automatic,AWD,98013,10.2,217,68858,5,5,suv,grey,4,no,partial,Turkey
7166,X1,2022,2.4,194,diesel,automatic,FWD,0,7.6,160,43289,5,5,suv,black,2,no,full,Turkey
7167,X5,2015,3.6,271,diesel,automatic,AWD,75009,8.2,184,62440,5,5,suv,silver,1,no,partial,Italy
7168,X1,2010,2,197,petrol,automatic,AWD,247195,8.5,201,15707,5,5,suv,silver,4,yes,partial,Netherlands
7169,1 Series,2011,2.8,289,hybrid,automatic,RWD,110964,5,98,22440,3,4,hatchback,white,2,no,full,Netherlands
7170,3 Series,2020,1.8,165,diesel,automatic,AWD,78876,6.5,154,35687,4,5,sedan,silver,2,no,full,Italy
7171,X1,2007,1.7,131,hybrid,automatic,FWD,300000,4.4,90,7956,5,5,suv,white,2,no,partial,USA
7172,i3,2022,0,185,electric,automatic,RWD,7151,0,0,57360,5,4,hatchback,silver,1,no,full,Spain
7173,1 Series,2022,2.5,296,hybrid,automatic,FWD,14067,5.1,100,32267,3,4,hatchback,white,0,no,partial,UK
7174,1 Series,2021,1.7,150,diesel,automatic,FWD,55328,6.6,138,26864,5,4,hatchback,white,2,no,full,USA
7175,X1,2020,2,201,hybrid,automatic,FWD,71591,4.7,106,39772,5,5,suv,white,1,no,full,Spain
7176,Z4,2024,2.6,273,petrol,automatic,RWD,7393,,191,64617,2,2,convertible,black,0,no,,Turkey
7177,X5,2015,3.4,334,petrol,automatic,AWD,104270,10.2,217,71502,5,5,suv,grey,1,no,full,France
7178,X1,2020,2.1,199,diesel,automatic,FWD,61187,6.1,149,43294,5,5,suv,silver,1,no,full,Germany
7179,X1,2006,1.8,258,diesel,automatic,FWD,292907,6.8,151,13051,5,5,suv,,3,yes,full,Germany
7180,X1,2015,1.7,152,hybrid,automatic,AWD,142023,3.8,83,19733,5,5,suv,blue,1,yes,none,Turkey
7181,X3,2021,3.2,306,hybrid,automatic,AWD,50775,5.9,140,60098,5,5,suv,red,2,,full,Spain
7182,X1,2018,2.4,264,hybrid,automatic,FWD,38722,4.9,99,41309,5,5,suv,black,2,yes,full,Netherlands
7183,i7,2020,0,473,electric,automatic,RWD,79687,0,0,151517,4,5,sedan,silver,1,no,full,Italy
7184,i4,2006,0,458,electric,automatic,AWD,295136,0,0,42699,4,5,coupe,black,4,no,partial,Netherlands
7185,5 Series,2009,2.6,276,diesel,automatic,AWD,235137,7,155,28672,4,5,sedan,white,3,yes,full,Germany
7186,i4,2015,0,317,electric,automatic,RWD,237245,0,0,51936,4,5,coupe,white,1,no,full,Spain
7187,3 Series,2018,2.8,299,diesel,automatic,RWD,69108,7.6,161,29537,4,5,sedan,silver,2,yes,partial,Italy
7188,X3,2023,3.4,338,diesel,automatic,RWD,2833,8.3,187,76958,5,5,suv,blue,0,no,full,Germany
7189,5 Series,2021,2.3,198,petrol,automatic,RWD,24593,7.8,167,62373,4,5,sedan,grey,,no,full,France
7190,5 Series,2023,3.4,250,hybrid,automatic,AWD,17983,6,129,60332,4,5,sedan,black,0,no,,USA
7191,5 Series,2022,3.4,340,petrol,automatic,AWD,23499,10.8,237,58459,4,5,sedan,black,0,no,none,Spain
7192,X3,2022,,172,petrol,automatic,AWD,39414,7.8,164,63399,5,5,suv,blue,1,no,full,USA
7193,5 Series,2021,4.2,342,hybrid,automatic,AWD,54243,6.8,173,62201,4,5,sedan,black,1,no,full,Spain
7194,1 Series,2017,1.7,180,petrol,automatic,RWD,104395,7.7,166,17721,5,5,hatchback,black,2,yes,full,Italy
7195,3 Series,2011,1.7,149,petrol,manual,AWD,237610,7.6,143,15431,4,5,sedan,white,2,no,partial,Turkey
7196,X3,2023,2.4,210,diesel,automatic,RWD,40297,6.9,155,53623,5,5,suv,silver,0,no,partial,Italy
7197,3 Series,2023,2.9,269,hybrid,automatic,RWD,20097,6,130,43497,4,5,sedan,black,0,yes,full,Spain
7198,7 Series,2021,0,479,electric,automatic,RWD,31823,0,0,137341,4,4,sedan,white,1,no,full,Germany
7199,5 Series,2021,2.4,201,petrol,automatic,RWD,48633,8.9,187,62318,4,5,sedan,white,0,no,full,Netherlands
7200,1 Series,2024,2.8,261,diesel,manual,RWD,16036,7.4,159,33963,5,5,hatchback,black,0,no,full,Italy
7201,X5,2024,3.4,410,diesel,automatic,AWD,0,8.8,178,86854,5,5,suv,grey,1,no,full,Spain
7202,X5,2009,3.8,324,hybrid,automatic,AWD,200959,6.1,128,42242,5,5,suv,silver,2,yes,partial,UK
7203,X1,2020,1.6,183,petrol,automatic,AWD,73596,8.2,,36833,5,5,suv,white,1,yes,full,UK
7204,i4,2024,0,337,electric,automatic,AWD,6334,0,,86866,4,5,coupe,black,0,no,full,Spain
7205,3 Series,2007,2.5,261,diesel,manual,RWD,296786,7,151,12280,4,5,sedan,silver,2,yes,full,Italy
7206,X3,2013,3.2,278,petrol,automatic,RWD,276808,9.7,214,26901,5,5,suv,blue,3,no,none,Spain
7207,3 Series,2019,2.6,231,petrol,automatic,RWD,43336,9.3,199,39085,4,5,sedan,silver,4,no,full,Spain
7208,X3,2019,3.2,289,hybrid,automatic,RWD,87344,6.6,142,50796,5,5,suv,red,3,no,partial,Spain
7209,X5,2015,4.2,376,petrol,automatic,AWD,169158,10.2,223,64782,5,5,suv,black,2,no,full,Italy
7210,X5,2019,3.2,294,diesel,automatic,AWD,131746,8,171,81982,5,5,suv,silver,1,no,full,Netherlands
7211,X3,2023,3.1,236,hybrid,automatic,AWD,0,6.1,133,64108,5,5,suv,silver,0,no,full,Netherlands
7212,X5,2018,4.1,322,hybrid,automatic,AWD,48583,6.4,152,68525,5,5,suv,silver,4,no,partial,Netherlands
7213,X5,2012,4.2,361,petrol,automatic,AWD,65689,11.7,252,50285,5,5,suv,black,3,yes,none,Spain
7214,1 Series,2010,3,255,diesel,manual,FWD,193453,7.7,170,9720,3,5,hatchback,white,2,yes,partial,Turkey
7215,1 Series,2022,1.7,131,hybrid,manual,RWD,12204,4.2,84,26725,5,5,hatchback,silver,0,no,full,USA
7216,X1,2012,2.3,194,petrol,,FWD,148721,9.1,205,21470,5,5,suv,silver,4,no,none,Turkey
7217,1 Series,2020,1.8,146,diesel,automatic,FWD,1518,6.6,143,26089,5,5,hatchback,,2,no,full,Spain
7218,X3,2021,3.5,300,hybrid,automatic,AWD,36051,5.4,110,62627,5,5,suv,silver,2,no,full,Netherlands
7219,3 Series,2016,2.7,260,diesel,automatic,AWD,114706,7.2,159,30774,4,5,sedan,blue,1,no,full,Italy
7220,X3,2017,2.7,232,hybrid,automatic,AWD,105269,6.3,144,43507,5,5,suv,white,2,yes,full,Netherlands
7221,3 Series,2020,3.5,363,hybrid,automatic,RWD,104470,6.7,154,37900,4,5,sedan,red,1,yes,full,Netherlands
7222,X1,2013,1.8,272,petrol,automatic,FWD,268972,6.5,154,18977,5,5,suv,silver,2,yes,partial,France
7223,5 Series,2022,3.5,340,hybrid,automatic,AWD,19006,6,123,65702,4,5,sedan,red,1,no,full,Spain
7224,X5,2018,3.9,291,hybrid,automatic,AWD,58127,6.7,156,73008,5,5,suv,silver,1,no,full,Italy
7225,X5,2024,3.8,317,petrol,,AWD,982,9.8,222,83257,5,5,suv,black,0,,full,USA
7226,X5,2012,3,271,petrol,automatic,AWD,211745,8.8,199,45567,5,5,suv,silver,2,yes,partial,Italy
7227,X3,2022,2.6,261,petrol,automatic,AWD,24042,8.6,202,58724,5,5,suv,white,2,no,partial,Spain
7228,1 Series,2013,2.7,278,diesel,manual,RWD,207689,7.2,144,13712,3,4,hatchback,white,3,no,partial,Spain
7229,X5,2009,,279,diesel,automatic,AWD,300000,8.6,182,41828,5,5,suv,silver,5,no,partial,UK
7230,7 Series,2005,,396,petrol,automatic,AWD,185809,11.6,263,52487,4,5,sedan,white,2,yes,partial,Netherlands
7231,X3,2010,2.7,245,diesel,automatic,RWD,172131,7.5,162,30023,5,5,suv,red,4,yes,partial,Netherlands
7232,Z4,2019,2.2,234,petrol,automatic,RWD,106020,8.9,198,54257,2,2,convertible,grey,4,no,full,Spain
7233,3 Series,2021,2.4,196,petrol,automatic,AWD,89388,8.8,182,31174,4,5,sedan,silver,2,yes,full,Turkey
7234,X5,2018,3.3,336,hybrid,automatic,AWD,86562,6.4,140,83199,5,5,suv,white,,no,full,Netherlands
7235,5 Series,2012,3.2,260,petrol,automatic,AWD,84846,9.8,,34632,4,5,sedan,black,3,yes,full,Netherlands
7236,i3,2024,0,162,electric,automatic,RWD,6459,0,0,54410,5,4,hatchback,blue,0,no,full,Turkey
7237,X3,2020,2.6,268,diesel,automatic,AWD,40989,,173,56462,5,5,suv,silver,1,no,full,France
7238,X7,2016,3.5,324,diesel,automatic,AWD,90433,9.6,208,87534,5,5,suv,white,1,yes,full,Spain
7239,5 Series,2011,3.3,257,petrol,automatic,RWD,300000,9.6,219,25607,4,5,sedan,silver,2,yes,,Spain
7240,1 Series,2018,2.9,310,petrol,automatic,FWD,82606,10.1,214,25869,5,4,hatchback,blue,2,no,partial,Spain
7241,1 Series,2010,1.7,204,petrol,manual,RWD,89876,6.7,147,18155,5,5,hatchback,white,3,yes,full,Germany
7242,i3,2014,0,189,electric,automatic,RWD,150231,0,0,34766,5,4,hatchback,black,2,no,partial,USA
7243,X1,2015,2.2,212,petrol,automatic,FWD,93029,8.5,190,30133,5,5,suv,red,2,no,none,Spain
7244,1 Series,2015,2.3,158,diesel,manual,FWD,141767,6.7,135,16108,3,4,hatchback,red,2,no,full,Netherlands
7245,5 Series,2017,2.9,291,petrol,automatic,RWD,65099,8.9,203,55243,4,5,sedan,blue,1,no,full,Germany
7246,1 Series,2016,2.6,179,diesel,manual,RWD,179079,7.8,174,13055,5,4,hatchback,white,2,no,partial,Spain
7247,X5,2020,4.3,333,hybrid,automatic,AWD,67750,7,159,76969,5,5,suv,white,0,yes,full,Netherlands
7248,3 Series,2019,2.5,261,hybrid,automatic,RWD,99129,5.6,141,43037,4,5,sedan,blue,1,no,full,UK
7249,X3,2024,3.1,292,petrol,,AWD,4714,8.9,195,66668,5,5,suv,black,0,no,partial,USA
7250,i3,2019,0,196,electric,automatic,RWD,49586,0,0,53640,5,4,hatchback,black,1,no,partial,Germany
7251,i3,2011,0,163,electric,automatic,RWD,246665,0,0,20907,5,4,hatchback,grey,5,yes,partial,UK
7252,1 Series,2022,2.9,219,hybrid,automatic,FWD,34407,5.8,132,30860,5,5,hatchback,white,1,no,full,Turkey
7253,X5,2014,4,305,diesel,automatic,AWD,237139,8.7,183,49665,5,5,suv,white,1,yes,full,Turkey
7254,5 Series,2015,3.4,267,petrol,automatic,RWD,156714,9.9,225,40346,4,5,sedan,blue,1,yes,full,Germany
7255,3 Series,2012,3.4,302,petrol,manual,AWD,201422,9.8,213,20740,4,5,sedan,black,2,yes,partial,Netherlands
7256,3 Series,2006,2.5,224,petrol,manual,RWD,274151,8.9,201,9614,4,5,sedan,white,2,no,full,UK
7257,5 Series,2013,2.7,250,petrol,automatic,AWD,124113,9.8,207,39720,4,5,sedan,grey,5,no,full,UK
7258,X3,2020,3,296,diesel,automatic,AWD,62999,7.7,172,60094,5,5,suv,grey,0,no,full,Netherlands
7259,X5,2014,3.6,320,diesel,automatic,AWD,182829,9.2,202,58643,5,5,suv,white,3,yes,full,USA
7260,X3,2024,3,223,diesel,automatic,AWD,0,7.6,182,64437,5,5,suv,grey,0,no,full,France
7261,X7,2011,3.1,229,petrol,automatic,AWD,175988,9.7,213,67065,5,5,suv,black,5,no,partial,Turkey
7262,3 Series,2015,2.8,260,diesel,manual,AWD,155443,7.9,,25759,4,5,sedan,blue,4,no,full,Turkey
7263,3 Series,2015,2.6,285,hybrid,manual,RWD,129712,5.5,119,30038,4,5,sedan,white,1,no,full,Italy
7264,X1,2021,1.6,154,hybrid,automatic,FWD,31975,4.1,106,37918,5,5,suv,black,1,no,partial,France
7265,X5,2024,3.9,362,petrol,automatic,AWD,0,10.3,243,96047,5,5,suv,white,1,no,full,Turkey
7266,5 Series,2023,2.6,260,hybrid,automatic,AWD,0,5.6,121,66965,4,5,sedan,silver,0,no,full,UK
7267,1 Series,2019,2.9,224,hybrid,automatic,RWD,91961,5.7,119,22747,5,5,hatchback,silver,1,no,partial,UK
7268,3 Series,2023,2,166,hybrid,automatic,AWD,21554,4.3,101,39927,4,5,sedan,white,0,no,full,Turkey
7269,X1,2023,2.1,190,diesel,automatic,AWD,36956,6.6,137,43847,5,5,suv,black,0,no,full,Spain
7270,X3,2022,2.8,199,hybrid,automatic,AWD,32619,5.1,122,59391,5,5,suv,white,1,no,full,Turkey
7271,1 Series,2011,1.6,171,petrol,automatic,RWD,42818,7.8,,14909,5,4,hatchback,silver,2,yes,partial,Netherlands
7272,i3,2011,0,197,electric,automatic,RWD,86445,0,0,28845,5,4,hatchback,white,5,yes,partial,Italy
7273,X1,2013,1.6,189,hybrid,automatic,FWD,136756,4,95,28516,5,5,suv,white,3,no,partial,Netherlands
7274,3 Series,2006,2.5,284,hybrid,manual,RWD,300000,5.4,117,12262,4,5,sedan,black,2,no,full,Netherlands
7275,Z4,2012,2.4,189,petrol,automatic,RWD,107690,9.5,206,39292,2,2,convertible,white,3,yes,partial,Netherlands
7276,5 Series,2008,4,328,diesel,automatic,AWD,265521,9.7,208,25987,4,5,sedan,black,5,no,partial,UK
7277,Z4,2019,2.5,167,petrol,automatic,RWD,118414,8.5,194,54372,2,2,convertible,silver,3,no,full,Spain
7278,5 Series,2019,3.1,209,petrol,automatic,AWD,58381,9.6,200,51428,4,5,sedan,black,1,yes,full,USA
7279,3 Series,2014,3.5,312,hybrid,manual,RWD,102482,6,126,24465,4,5,sedan,black,2,yes,none,Italy
7280,i4,2018,,417,electric,automatic,AWD,58581,0,0,74568,4,5,coupe,black,1,no,full,UK
7281,5 Series,2018,2.9,357,petrol,automatic,RWD,78378,9,191,46872,4,5,sedan,black,2,no,none,Italy
7282,7 Series,2017,3.8,338,hybrid,automatic,AWD,89221,6.9,154,72045,4,4,sedan,,3,yes,partial,Italy
7283,1 Series,2008,2,226,hybrid,manual,FWD,201479,4.4,90,9787,5,4,hatchback,grey,5,yes,partial,Italy
7284,X1,2011,1.6,219,hybrid,automatic,FWD,270691,4.6,103,14202,5,5,suv,black,3,yes,partial,Italy
7285,3 Series,2020,2.1,207,petrol,automatic,AWD,61947,8.5,181,37392,4,5,sedan,silver,1,no,full,France
7286,X7,2023,3.3,312,diesel,automatic,AWD,0,8.7,185,134654,5,5,suv,black,0,no,full,UK
7287,3 Series,2013,2.2,192,diesel,manual,RWD,153460,6.6,138,21389,4,5,sedan,silver,4,yes,full,France
7288,X3,2021,2.4,213,diesel,automatic,RWD,44230,7.5,156,51442,5,5,suv,black,1,no,partial,France
7289,1 Series,2015,2,186,hybrid,automatic,RWD,115965,5.4,124,19257,5,5,hatchback,grey,3,no,partial,Netherlands
7290,1 Series,2021,2.2,184,petrol,automatic,FWD,76031,8.4,182,23380,3,4,hatchback,grey,0,no,partial,Turkey
7291,i4,2014,0,294,electric,automatic,RWD,97656,0,0,46213,4,5,coupe,white,2,yes,partial,USA
7292,X3,2020,3.1,317,hybrid,automatic,AWD,32369,,124,54415,5,5,suv,white,1,yes,full,Italy
7293,3 Series,2012,2.4,261,diesel,,AWD,184322,7.9,165,25106,4,5,sedan,white,4,yes,partial,USA
7294,X1,2022,1.8,239,hybrid,automatic,AWD,55786,4.4,110,38689,5,5,suv,blue,2,yes,full,Netherlands
7295,1 Series,2006,1.9,163,hybrid,automatic,RWD,187700,4.9,101,5611,5,4,hatchback,white,2,yes,partial,USA
7296,i3,2020,0,218,electric,automatic,RWD,50316,0,0,53853,5,4,hatchback,silver,2,no,partial,Italy
7297,Z4,2013,2.3,176,petrol,automatic,RWD,208287,8.1,167,33069,2,2,convertible,black,4,yes,full,Spain
7298,3 Series,2022,1.7,181,petrol,automatic,AWD,37136,7.9,164,34914,4,5,sedan,red,1,yes,full,USA
7299,3 Series,2018,2.7,220,hybrid,automatic,AWD,92739,5.7,108,26633,4,5,sedan,white,2,yes,partial,Turkey
7300,3 Series,2024,2.5,239,diesel,automatic,RWD,4977,7.3,157,50724,4,5,sedan,red,1,no,full,Germany
7301,X1,2019,2.1,254,hybrid,automatic,FWD,65286,5.2,108,39722,5,5,suv,silver,3,yes,full,Netherlands
7302,1 Series,2023,2.4,185,hybrid,automatic,FWD,14507,4.7,88,26437,5,4,hatchback,blue,1,no,partial,Spain
7303,X7,2015,3.9,369,petrol,automatic,AWD,188063,11.1,240,87157,5,5,suv,white,1,yes,full,Spain
7304,1 Series,2012,2,221,petrol,automatic,FWD,214094,6.3,128,13835,5,5,hatchback,red,2,no,partial,Germany
7305,Z4,2014,2,187,petrol,automatic,RWD,177350,7.3,168,42136,2,2,convertible,blue,2,no,partial,Spain
7306,X1,2021,2,225,hybrid,automatic,FWD,37998,4.4,111,46694,5,5,suv,black,0,no,full,Spain
7307,1 Series,2012,2.5,217,petrol,manual,RWD,185746,7.8,173,12359,3,5,hatchback,white,3,no,full,France
7308,7 Series,2006,4.3,365,diesel,automatic,RWD,216382,8.9,194,37497,4,5,sedan,grey,2,yes,none,Spain
7309,3 Series,2022,1.7,175,diesel,automatic,RWD,27099,6.4,129,42721,4,5,sedan,silver,0,no,full,France
7310,1 Series,2024,1.8,197,diesel,automatic,RWD,0,6.9,173,31855,3,4,hatchback,grey,0,no,full,Germany
7311,7 Series,2023,3.3,285,petrol,automatic,AWD,28803,9.8,217,116391,4,5,sedan,black,0,no,full,France
7312,X5,2010,3.5,338,petrol,automatic,AWD,188754,10.5,229,38887,5,5,suv,silver,3,yes,none,France
7313,3 Series,2021,2.3,187,hybrid,manual,RWD,61892,4.6,111,40024,4,5,sedan,black,1,no,full,France
7314,5 Series,2013,2.6,235,petrol,automatic,AWD,228349,9.3,195,33497,4,5,sedan,blue,4,no,none,Spain
7315,1 Series,2011,1.9,232,hybrid,manual,RWD,232017,4.6,114,7351,3,4,hatchback,white,2,yes,none,Germany
7316,i4,2019,0,343,electric,automatic,AWD,57422,0,0,72628,4,5,coupe,white,2,yes,full,Netherlands
7317,X3,2012,2.7,258,petrol,automatic,RWD,209214,9.4,197,40283,5,5,suv,grey,2,no,partial,Netherlands
7318,3 Series,2010,1.9,174,petrol,manual,AWD,185265,7.5,180,15874,4,5,sedan,blue,5,no,none,UK
7319,3 Series,2012,3.5,262,petrol,automatic,RWD,200744,10.1,,20637,4,5,sedan,silver,3,no,partial,Germany
7320,3 Series,2019,2.6,228,petrol,automatic,RWD,72032,9.2,197,33820,4,5,sedan,silver,2,no,partial,Italy
7321,i7,2021,0,558,electric,automatic,RWD,57551,0,0,184843,4,5,sedan,black,0,no,full,Turkey
7322,X5,2013,,337,petrol,automatic,AWD,114231,11,225,56420,5,5,suv,black,2,yes,full,France
7323,3 Series,2021,2.1,266,petrol,automatic,RWD,28942,8.1,170,38638,4,5,sedan,grey,1,no,full,Turkey
7324,1 Series,2021,1.6,130,diesel,manual,FWD,46081,5.7,136,22158,3,4,hatchback,white,1,yes,full,Italy
7325,X7,2012,3.9,323,hybrid,automatic,AWD,82963,6.8,160,73088,5,5,suv,black,4,no,partial,Netherlands
7326,X3,2009,2.2,255,petrol,automatic,AWD,244330,7.6,185,25707,5,5,suv,black,3,yes,none,Germany
7327,X7,2020,4.1,407,diesel,automatic,AWD,60296,9.4,221,127982,5,5,suv,blue,1,no,full,UK
7328,X5,2021,,399,diesel,automatic,AWD,32584,9.6,213,89511,5,5,suv,red,,no,full,Italy
7329,X5,2021,3.5,381,hybrid,automatic,AWD,74906,6.6,154,92588,5,5,suv,white,,no,full,Italy
7330,X5,2019,3.3,255,petrol,automatic,AWD,56276,9.6,231,59487,5,5,suv,white,3,no,none,UK
7331,X3,2024,2.1,194,petrol,automatic,RWD,0,8.6,197,61337,5,5,suv,white,1,no,full,Germany
7332,1 Series,2017,1.6,167,hybrid,automatic,RWD,127068,4,90,18787,5,4,hatchback,,3,no,full,UK
7333,i4,2015,0,256,electric,automatic,AWD,29514,0,0,57681,4,5,coupe,black,2,no,partial,USA
7334,5 Series,2010,2.4,186,diesel,automatic,RWD,198527,7.9,174,21095,4,5,sedan,grey,3,yes,partial,Spain
7335,i4,2018,0,472,electric,automatic,RWD,88067,0,0,74751,4,5,coupe,black,2,no,full,Italy
7336,X7,2017,4.3,420,diesel,automatic,AWD,124509,9.3,208,83099,5,5,suv,white,4,yes,partial,Germany
7337,5 Series,2019,2.5,273,hybrid,automatic,RWD,93381,5.3,113,48518,4,5,sedan,white,3,no,full,Turkey
7338,i4,2014,0,357,electric,automatic,AWD,193071,0,0,56024,4,5,coupe,silver,2,no,,Germany
